,Currency,Exchange,month,date,year
2010,USD,1.0,2,7,2016
2011,CAD,1.3751,2,7,2016
2012,AUD,1.3911,2,7,2016
2013,EUR,0.8927,2,7,2016
2014,GBP,0.6872,2,7,2016
2015,USD,1.0,2,8,2016
2016,CAD,1.3951,2,8,2016
2017,AUD,1.4166,2,8,2016
2018,EUR,0.9008,2,8,2016
2019,GBP,0.6958,2,8,2016
2020,USD,1.0,2,9,2016
2021,CAD,1.3904,2,9,2016
2022,AUD,1.4314,2,9,2016
2023,EUR,0.89,2,9,2016
2024,GBP,0.6937,2,9,2016
2025,USD,1.0,2,10,2016
2026,CAD,1.3859,2,10,2016
2027,AUD,1.4078,2,10,2016
2028,EUR,0.8883,2,10,2016
2029,GBP,0.6869,2,10,2016
2030,USD,1.0,2,11,2016
2031,CAD,1.3961,2,11,2016
2032,AUD,1.4117,2,11,2016
2033,EUR,0.8813,2,11,2016
2034,GBP,0.6939,2,11,2016
2035,USD,1.0,2,12,2016
2036,CAD,1.3923,2,12,2016
2037,AUD,1.4103,2,12,2016
2038,EUR,0.8869,2,12,2016
2039,GBP,0.6894,2,12,2016
2040,USD,1.0,2,13,2016
2041,CAD,1.3923,2,13,2016
2042,AUD,1.4103,2,13,2016
2043,EUR,0.8869,2,13,2016
2044,GBP,0.6894,2,13,2016
2045,USD,1.0,2,14,2016
2046,CAD,1.3923,2,14,2016
2047,AUD,1.4103,2,14,2016
2048,EUR,0.8869,2,14,2016
2049,GBP,0.6894,2,14,2016
2050,USD,1.0,2,15,2016
2051,CAD,1.3823,2,15,2016
2052,AUD,1.3975,2,15,2016
2053,EUR,0.8945,2,15,2016
2054,GBP,0.6905,2,15,2016
2055,USD,1.0,2,16,2016
2056,CAD,1.3819,2,16,2016
2057,AUD,1.3975,2,16,2016
2058,EUR,0.8956,2,16,2016
2059,GBP,0.6948,2,16,2016
2060,USD,1.0,2,17,2016
2061,CAD,1.3817,2,17,2016
2062,AUD,1.4035,2,17,2016
2063,EUR,0.898,2,17,2016
2064,GBP,0.6989,2,17,2016
2065,USD,1.0,2,18,2016
2066,CAD,1.3685,2,18,2016
2067,AUD,1.3981,2,18,2016
2068,EUR,0.9022,2,18,2016
2069,GBP,0.696,2,18,2016
2070,USD,1.0,2,19,2016
2071,CAD,1.3765,2,19,2016
2072,AUD,1.4064,2,19,2016
2073,EUR,0.9012,2,19,2016
2074,GBP,0.7004,2,19,2016
2075,USD,1.0,2,20,2016
2076,CAD,1.3765,2,20,2016
2077,AUD,1.4064,2,20,2016
2078,EUR,0.9012,2,20,2016
2079,GBP,0.7004,2,20,2016
2080,USD,1.0,2,21,2016
2081,CAD,1.3765,2,21,2016
2082,AUD,1.4064,2,21,2016
2083,EUR,0.9012,2,21,2016
2084,GBP,0.7004,2,21,2016
2085,USD,1.0,2,22,2016
2086,CAD,1.372,2,22,2016
2087,AUD,1.3896,2,22,2016
2088,EUR,0.9069,2,22,2016
2089,GBP,0.7096,2,22,2016
2090,USD,1.0,2,23,2016
2091,CAD,1.3739,2,23,2016
2092,AUD,1.3817,2,23,2016
2093,EUR,0.9089,2,23,2016
2094,GBP,0.7088,2,23,2016
2095,USD,1.0,2,24,2016
2096,CAD,1.3839,2,24,2016
2097,AUD,1.395,2,24,2016
2098,EUR,0.9107,2,24,2016
2099,GBP,0.7188,2,24,2016
2100,USD,1.0,2,25,2016
2101,CAD,1.3626,2,25,2016
2102,AUD,1.3868,2,25,2016
2103,EUR,0.9069,2,25,2016
2104,GBP,0.7157,2,25,2016
2105,USD,1.0,2,26,2016
2106,CAD,1.3546,2,26,2016
2107,AUD,1.3879,2,26,2016
2108,EUR,0.9086,2,26,2016
2109,GBP,0.7155,2,26,2016
2110,USD,1.0,2,27,2016
2111,CAD,1.3546,2,27,2016
2112,AUD,1.3879,2,27,2016
2113,EUR,0.9086,2,27,2016
2114,GBP,0.7155,2,27,2016
2115,USD,1.0,2,28,2016
2116,CAD,1.3546,2,28,2016
2117,AUD,1.3879,2,28,2016
2118,EUR,0.9086,2,28,2016
2119,GBP,0.7155,2,28,2016
2120,USD,1.0,2,29,2016
2121,CAD,1.3563,2,29,2016
2122,AUD,1.4015,2,29,2016
2123,EUR,0.9184,2,29,2016
2124,GBP,0.7217,2,29,2016
2125,USD,1.0,3,1,2016
2126,CAD,1.352,3,1,2016
2127,AUD,1.3977,3,1,2016
2128,EUR,0.9198,3,1,2016
2129,GBP,0.7156,3,1,2016
2130,USD,1.0,3,2,2016
2131,CAD,1.3444,3,2,2016
2132,AUD,1.3826,3,2,2016
2133,EUR,0.9211,3,2,2016
2134,GBP,0.7131,3,2,2016
2135,USD,1.0,3,3,2016
2136,CAD,1.3434,3,3,2016
2137,AUD,1.3624,3,3,2016
2138,EUR,0.9173,3,3,2016
2139,GBP,0.7103,3,3,2016
2140,USD,1.0,3,4,2016
2141,CAD,1.3416,3,4,2016
2142,AUD,1.3545,3,4,2016
2143,EUR,0.9116,3,4,2016
2144,GBP,0.7063,3,4,2016
2145,USD,1.0,3,5,2016
2146,CAD,1.3416,3,5,2016
2147,AUD,1.3545,3,5,2016
2148,EUR,0.9116,3,5,2016
2149,GBP,0.7063,3,5,2016
2150,USD,1.0,3,6,2016
2151,CAD,1.3416,3,6,2016
2152,AUD,1.3545,3,6,2016
2153,EUR,0.9116,3,6,2016
2154,GBP,0.7063,3,6,2016
2155,USD,1.0,3,7,2016
2156,CAD,1.3377,3,7,2016
2157,AUD,1.349,3,7,2016
2158,EUR,0.913,3,7,2016
2159,GBP,0.707,3,7,2016
2160,USD,1.0,3,8,2016
2161,CAD,1.3325,3,8,2016
2162,AUD,1.3415,3,8,2016
2163,EUR,0.9068,3,8,2016
2164,GBP,0.7037,3,8,2016
2165,USD,1.0,3,9,2016
2166,CAD,1.3401,3,9,2016
2167,AUD,1.3351,3,9,2016
2168,EUR,0.9113,3,9,2016
2169,GBP,0.703,3,9,2016
2170,USD,1.0,3,10,2016
2171,CAD,1.3285,3,10,2016
2172,AUD,1.3376,3,10,2016
2173,EUR,0.9211,3,10,2016
2174,GBP,0.7067,3,10,2016
2175,USD,1.0,3,11,2016
2176,CAD,1.3253,3,11,2016
2177,AUD,1.3315,3,11,2016
2178,EUR,0.9017,3,11,2016
2179,GBP,0.6997,3,11,2016
2180,USD,1.0,3,12,2016
2181,CAD,1.3253,3,12,2016
2182,AUD,1.3315,3,12,2016
2183,EUR,0.9017,3,12,2016
2184,GBP,0.6997,3,12,2016
2185,USD,1.0,3,13,2016
2186,CAD,1.3253,3,13,2016
2187,AUD,1.3315,3,13,2016
2188,EUR,0.9017,3,13,2016
2189,GBP,0.6997,3,13,2016
2190,USD,1.0,3,14,2016
2191,CAD,1.3254,3,14,2016
2192,AUD,1.327,3,14,2016
2193,EUR,0.8994,3,14,2016
2194,GBP,0.6964,3,14,2016
2195,USD,1.0,3,15,2016
2196,CAD,1.3351,3,15,2016
2197,AUD,1.3392,3,15,2016
2198,EUR,0.9002,3,15,2016
2199,GBP,0.7054,3,15,2016
2200,USD,1.0,3,16,2016
2201,CAD,1.3375,3,16,2016
2202,AUD,1.3477,3,16,2016
2203,EUR,0.9038,3,16,2016
2204,GBP,0.7116,3,16,2016
2205,USD,1.0,3,17,2016
2206,CAD,1.2997,3,17,2016
2207,AUD,1.3109,3,17,2016
2208,EUR,0.8841,3,17,2016
2209,GBP,0.6915,3,17,2016
2210,USD,1.0,3,18,2016
2211,CAD,1.2968,3,18,2016
2212,AUD,1.3125,3,18,2016
2213,EUR,0.8866,3,18,2016
2214,GBP,0.6903,3,18,2016
2215,USD,1.0,3,19,2016
2216,CAD,1.2968,3,19,2016
2217,AUD,1.3125,3,19,2016
2218,EUR,0.8866,3,19,2016
2219,GBP,0.6903,3,19,2016
2220,USD,1.0,3,20,2016
2221,CAD,1.2968,3,20,2016
2222,AUD,1.3125,3,20,2016
2223,EUR,0.8866,3,20,2016
2224,GBP,0.6903,3,20,2016
2225,USD,1.0,3,21,2016
2226,CAD,1.3045,3,21,2016
2227,AUD,1.3148,3,21,2016
2228,EUR,0.8872,3,21,2016
2229,GBP,0.6947,3,21,2016
2230,USD,1.0,3,22,2016
2231,CAD,1.3092,3,22,2016
2232,AUD,1.3156,3,22,2016
2233,EUR,0.8919,3,22,2016
2234,GBP,0.7027,3,22,2016
2235,USD,1.0,3,23,2016
2236,CAD,1.3138,3,23,2016
2237,AUD,1.3231,3,23,2016
2238,EUR,0.8952,3,23,2016
2239,GBP,0.7071,3,23,2016
2240,USD,1.0,3,24,2016
2241,CAD,1.3288,3,24,2016
2242,AUD,1.3321,3,24,2016
2243,EUR,0.8965,3,24,2016
2244,GBP,0.7077,3,24,2016
2245,USD,1.0,3,25,2016
2246,CAD,1.3288,3,25,2016
2247,AUD,1.3321,3,25,2016
2248,EUR,0.8965,3,25,2016
2249,GBP,0.7077,3,25,2016
2250,USD,1.0,3,26,2016
2251,CAD,1.3288,3,26,2016
2252,AUD,1.3321,3,26,2016
2253,EUR,0.8965,3,26,2016
2254,GBP,0.7077,3,26,2016
2255,USD,1.0,3,27,2016
2256,CAD,1.3288,3,27,2016
2257,AUD,1.3321,3,27,2016
2258,EUR,0.8965,3,27,2016
2259,GBP,0.7077,3,27,2016
2260,USD,1.0,3,28,2016
2261,CAD,1.3288,3,28,2016
2262,AUD,1.3321,3,28,2016
2263,EUR,0.8965,3,28,2016
2264,GBP,0.7077,3,28,2016
2265,USD,1.0,3,29,2016
2266,CAD,1.3169,3,29,2016
2267,AUD,1.3312,3,29,2016
2268,EUR,0.8933,3,29,2016
2269,GBP,0.7008,3,29,2016
2270,USD,1.0,3,30,2016
2271,CAD,1.303,3,30,2016
2272,AUD,1.304,3,30,2016
2273,EUR,0.8831,3,30,2016
2274,GBP,0.6939,3,30,2016
2275,USD,1.0,3,31,2016
2276,CAD,1.2945,3,31,2016
2277,AUD,1.3006,3,31,2016
2278,EUR,0.8783,3,31,2016
2279,GBP,0.6953,3,31,2016
2280,USD,1.0,4,1,2016
2281,CAD,1.3028,4,1,2016
2282,AUD,1.302,4,1,2016
2283,EUR,0.8747,4,1,2016
2284,GBP,0.6988,4,1,2016
2285,USD,1.0,4,2,2016
2286,CAD,1.3028,4,2,2016
2287,AUD,1.302,4,2,2016
2288,EUR,0.8747,4,2,2016
2289,GBP,0.6988,4,2,2016
2290,USD,1.0,4,3,2016
2291,CAD,1.3028,4,3,2016
2292,AUD,1.302,4,3,2016
2293,EUR,0.8747,4,3,2016
2294,GBP,0.6988,4,3,2016
2295,USD,1.0,4,4,2016
2296,CAD,1.3033,4,4,2016
2297,AUD,1.3108,4,4,2016
2298,EUR,0.8787,4,4,2016
2299,GBP,0.7007,4,4,2016
2300,USD,1.0,4,5,2016
2301,CAD,1.3168,4,5,2016
2302,AUD,1.3271,4,5,2016
2303,EUR,0.8797,4,5,2016
2304,GBP,0.7052,4,5,2016
2305,USD,1.0,4,6,2016
2306,CAD,1.3155,4,6,2016
2307,AUD,1.3258,4,6,2016
2308,EUR,0.8821,4,6,2016
2309,GBP,0.7128,4,6,2016
2310,USD,1.0,4,7,2016
2311,CAD,1.3117,4,7,2016
2312,AUD,1.3281,4,7,2016
2313,EUR,0.88,4,7,2016
2314,GBP,0.7104,4,7,2016
2315,USD,1.0,4,8,2016
2316,CAD,1.3078,4,8,2016
2317,AUD,1.3281,4,8,2016
2318,EUR,0.88,4,8,2016
2319,GBP,0.7105,4,8,2016
2320,USD,1.0,4,9,2016
2321,CAD,1.3078,4,9,2016
2322,AUD,1.3281,4,9,2016
2323,EUR,0.88,4,9,2016
2324,GBP,0.7105,4,9,2016
2325,USD,1.0,4,10,2016
2326,CAD,1.3078,4,10,2016
2327,AUD,1.3281,4,10,2016
2328,EUR,0.88,4,10,2016
2329,GBP,0.7105,4,10,2016
2330,USD,1.0,4,11,2016
2331,CAD,1.2989,4,11,2016
2332,AUD,1.3222,4,11,2016
2333,EUR,0.878,4,11,2016
2334,GBP,0.7029,4,11,2016
2335,USD,1.0,4,12,2016
2336,CAD,1.2876,4,12,2016
2337,AUD,1.3059,4,12,2016
2338,EUR,0.8775,4,12,2016
2339,GBP,0.7006,4,12,2016
2340,USD,1.0,4,13,2016
2341,CAD,1.2804,4,13,2016
2342,AUD,1.3071,4,13,2016
2343,EUR,0.8851,4,13,2016
2344,GBP,0.7027,4,13,2016
2345,USD,1.0,4,14,2016
2346,CAD,1.2828,4,14,2016
2347,AUD,1.2984,4,14,2016
2348,EUR,0.8887,4,14,2016
2349,GBP,0.7071,4,14,2016
2350,USD,1.0,4,15,2016
2351,CAD,1.2881,4,15,2016
2352,AUD,1.2981,4,15,2016
2353,EUR,0.8862,4,15,2016
2354,GBP,0.7052,4,15,2016
2355,USD,1.0,4,16,2016
2356,CAD,1.2881,4,16,2016
2357,AUD,1.2981,4,16,2016
2358,EUR,0.8862,4,16,2016
2359,GBP,0.7052,4,16,2016
2360,USD,1.0,4,17,2016
2361,CAD,1.2881,4,17,2016
2362,AUD,1.2981,4,17,2016
2363,EUR,0.8862,4,17,2016
2364,GBP,0.7052,4,17,2016
2365,USD,1.0,4,18,2016
2366,CAD,1.2924,4,18,2016
2367,AUD,1.2989,4,18,2016
2368,EUR,0.8845,4,18,2016
2369,GBP,0.7056,4,18,2016
2370,USD,1.0,4,19,2016
2371,CAD,1.2711,4,19,2016
2372,AUD,1.2825,4,19,2016
2373,EUR,0.8816,4,19,2016
2374,GBP,0.6962,4,19,2016
2375,USD,1.0,4,20,2016
2376,CAD,1.2673,4,20,2016
2377,AUD,1.2792,4,20,2016
2378,EUR,0.8788,4,20,2016
2379,GBP,0.6951,4,20,2016
2380,USD,1.0,4,21,2016
2381,CAD,1.2634,4,21,2016
2382,AUD,1.2766,4,21,2016
2383,EUR,0.8807,4,21,2016
2384,GBP,0.693,4,21,2016
2385,USD,1.0,4,22,2016
2386,CAD,1.2734,4,22,2016
2387,AUD,1.2936,4,22,2016
2388,EUR,0.8879,4,22,2016
2389,GBP,0.6955,4,22,2016
2390,USD,1.0,4,23,2016
2391,CAD,1.2734,4,23,2016
2392,AUD,1.2936,4,23,2016
2393,EUR,0.8879,4,23,2016
2394,GBP,0.6955,4,23,2016
2395,USD,1.0,4,24,2016
2396,CAD,1.2734,4,24,2016
2397,AUD,1.2936,4,24,2016
2398,EUR,0.8879,4,24,2016
2399,GBP,0.6955,4,24,2016
2400,USD,1.0,4,25,2016
2401,CAD,1.2683,4,25,2016
2402,AUD,1.295,4,25,2016
2403,EUR,0.8878,4,25,2016
2404,GBP,0.6893,4,25,2016
2405,USD,1.0,4,26,2016
2406,CAD,1.2648,4,26,2016
2407,AUD,1.2935,4,26,2016
2408,EUR,0.886,4,26,2016
2409,GBP,0.6865,4,26,2016
2410,USD,1.0,4,27,2016
2411,CAD,1.2583,4,27,2016
2412,AUD,1.3169,4,27,2016
2413,EUR,0.8847,4,27,2016
2414,GBP,0.6854,4,27,2016
2415,USD,1.0,4,28,2016
2416,CAD,1.2557,4,28,2016
2417,AUD,1.3124,4,28,2016
2418,EUR,0.8804,4,28,2016
2419,GBP,0.6853,4,28,2016
2420,USD,1.0,4,29,2016
2421,CAD,1.2528,4,29,2016
2422,AUD,1.3109,4,29,2016
2423,EUR,0.877,4,29,2016
2424,GBP,0.6842,4,29,2016
2425,USD,1.0,4,30,2016
2426,CAD,1.2528,4,30,2016
2427,AUD,1.3109,4,30,2016
2428,EUR,0.877,4,30,2016
2429,GBP,0.6842,4,30,2016
2430,USD,1.0,5,1,2016
2431,CAD,1.2528,5,1,2016
2432,AUD,1.3109,5,1,2016
2433,EUR,0.877,5,1,2016
2434,GBP,0.6842,5,1,2016
2435,USD,1.0,5,2,2016
2436,CAD,1.2519,5,2,2016
2437,AUD,1.3073,5,2,2016
2438,EUR,0.8701,5,2,2016
2439,GBP,0.6808,5,2,2016
2440,USD,1.0,5,3,2016
2441,CAD,1.2584,5,3,2016
2442,AUD,1.3228,5,3,2016
2443,EUR,0.8644,5,3,2016
2444,GBP,0.6837,5,3,2016
2445,USD,1.0,5,4,2016
2446,CAD,1.2751,5,4,2016
2447,AUD,1.3367,5,4,2016
2448,EUR,0.8692,5,4,2016
2449,GBP,0.6891,5,4,2016
2450,USD,1.0,5,5,2016
2451,CAD,1.282,5,5,2016
2452,AUD,1.3346,5,5,2016
2453,EUR,0.8742,5,5,2016
2454,GBP,0.6894,5,5,2016
2455,USD,1.0,5,6,2016
2456,CAD,1.2879,5,6,2016
2457,AUD,1.3565,5,6,2016
2458,EUR,0.8751,5,6,2016
2459,GBP,0.69,5,6,2016
2460,USD,1.0,5,7,2016
2461,CAD,1.2879,5,7,2016
2462,AUD,1.3565,5,7,2016
2463,EUR,0.8751,5,7,2016
2464,GBP,0.69,5,7,2016
2465,USD,1.0,5,8,2016
2466,CAD,1.2879,5,8,2016
2467,AUD,1.3565,5,8,2016
2468,EUR,0.8751,5,8,2016
2469,GBP,0.69,5,8,2016
2470,USD,1.0,5,9,2016
2471,CAD,1.2938,5,9,2016
2472,AUD,1.3641,5,9,2016
2473,EUR,0.8776,5,9,2016
2474,GBP,0.6933,5,9,2016
2475,USD,1.0,5,10,2016
2476,CAD,1.2962,5,10,2016
2477,AUD,1.3614,5,10,2016
2478,EUR,0.8791,5,10,2016
2479,GBP,0.6924,5,10,2016
2480,USD,1.0,5,11,2016
2481,CAD,1.2872,5,11,2016
2482,AUD,1.3563,5,11,2016
2483,EUR,0.8765,5,11,2016
2484,GBP,0.6921,5,11,2016
2485,USD,1.0,5,12,2016
2486,CAD,1.2814,5,12,2016
2487,AUD,1.3646,5,12,2016
2488,EUR,0.878,5,12,2016
2489,GBP,0.6927,5,12,2016
2490,USD,1.0,5,13,2016
2491,CAD,1.2882,5,13,2016
2492,AUD,1.3728,5,13,2016
2493,EUR,0.8812,5,13,2016
2494,GBP,0.694,5,13,2016
2495,USD,1.0,5,14,2016
2496,CAD,1.2882,5,14,2016
2497,AUD,1.3728,5,14,2016
2498,EUR,0.8812,5,14,2016
2499,GBP,0.694,5,14,2016
2500,USD,1.0,5,15,2016
2501,CAD,1.2882,5,15,2016
2502,AUD,1.3728,5,15,2016
2503,EUR,0.8812,5,15,2016
2504,GBP,0.694,5,15,2016
2505,USD,1.0,5,16,2016
2506,CAD,1.2923,5,16,2016
2507,AUD,1.3711,5,16,2016
2508,EUR,0.8831,5,16,2016
2509,GBP,0.6959,5,16,2016
2510,USD,1.0,5,17,2016
2511,CAD,1.2927,5,17,2016
2512,AUD,1.3657,5,17,2016
2513,EUR,0.8835,5,17,2016
2514,GBP,0.6905,5,17,2016
2515,USD,1.0,5,18,2016
2516,CAD,1.2977,5,18,2016
2517,AUD,1.3761,5,18,2016
2518,EUR,0.8866,5,18,2016
2519,GBP,0.687,5,18,2016
2520,USD,1.0,5,19,2016
2521,CAD,1.311,5,19,2016
2522,AUD,1.3899,5,19,2016
2523,EUR,0.8931,5,19,2016
2524,GBP,0.684,5,19,2016
2525,USD,1.0,5,20,2016
2526,CAD,1.3106,5,20,2016
2527,AUD,1.3833,5,20,2016
2528,EUR,0.8913,5,20,2016
2529,GBP,0.6864,5,20,2016
2530,USD,1.0,5,21,2016
2531,CAD,1.3106,5,21,2016
2532,AUD,1.3833,5,21,2016
2533,EUR,0.8913,5,21,2016
2534,GBP,0.6864,5,21,2016
2535,USD,1.0,5,22,2016
2536,CAD,1.3106,5,22,2016
2537,AUD,1.3833,5,22,2016
2538,EUR,0.8913,5,22,2016
2539,GBP,0.6864,5,22,2016
2540,USD,1.0,5,23,2016
2541,CAD,1.3148,5,23,2016
2542,AUD,1.3858,5,23,2016
2543,EUR,0.8917,5,23,2016
2544,GBP,0.6905,5,23,2016
2545,USD,1.0,5,24,2016
2546,CAD,1.3148,5,24,2016
2547,AUD,1.3966,5,24,2016
2548,EUR,0.8954,5,24,2016
2549,GBP,0.6851,5,24,2016
2550,USD,1.0,5,25,2016
2551,CAD,1.3106,5,25,2016
2552,AUD,1.3884,5,25,2016
2553,EUR,0.8972,5,25,2016
2554,GBP,0.6812,5,25,2016
2555,USD,1.0,5,26,2016
2556,CAD,1.2932,5,26,2016
2557,AUD,1.3862,5,26,2016
2558,EUR,0.8954,5,26,2016
2559,GBP,0.6802,5,26,2016
2560,USD,1.0,5,27,2016
2561,CAD,1.3037,5,27,2016
2562,AUD,1.3864,5,27,2016
2563,EUR,0.8954,5,27,2016
2564,GBP,0.6827,5,27,2016
2565,USD,1.0,5,28,2016
2566,CAD,1.3037,5,28,2016
2567,AUD,1.3864,5,28,2016
2568,EUR,0.8954,5,28,2016
2569,GBP,0.6827,5,28,2016
2570,USD,1.0,5,29,2016
2571,CAD,1.3037,5,29,2016
2572,AUD,1.3864,5,29,2016
2573,EUR,0.8954,5,29,2016
2574,GBP,0.6827,5,29,2016
2575,USD,1.0,5,30,2016
2576,CAD,1.3039,5,30,2016
2577,AUD,1.3919,5,30,2016
2578,EUR,0.8977,5,30,2016
2579,GBP,0.6834,5,30,2016
2580,USD,1.0,5,31,2016
2581,CAD,1.3027,5,31,2016
2582,AUD,1.3776,5,31,2016
2583,EUR,0.8965,5,31,2016
2584,GBP,0.683,5,31,2016
2585,USD,1.0,6,1,2016
2586,CAD,1.3054,6,1,2016
2587,AUD,1.3755,6,1,2016
2588,EUR,0.8949,6,1,2016
2589,GBP,0.6923,6,1,2016
2590,USD,1.0,6,2,2016
2591,CAD,1.3105,6,2,2016
2592,AUD,1.3868,6,2,2016
2593,EUR,0.8938,6,2,2016
2594,GBP,0.6912,6,2,2016
2595,USD,1.0,6,3,2016
2596,CAD,1.3084,6,3,2016
2597,AUD,1.3804,6,3,2016
2598,EUR,0.8965,6,3,2016
2599,GBP,0.6929,6,3,2016
2600,USD,1.0,6,4,2016
2601,CAD,1.3084,6,4,2016
2602,AUD,1.3804,6,4,2016
2603,EUR,0.8965,6,4,2016
2604,GBP,0.6929,6,4,2016
2605,USD,1.0,6,5,2016
2606,CAD,1.3084,6,5,2016
2607,AUD,1.3804,6,5,2016
2608,EUR,0.8965,6,5,2016
2609,GBP,0.6929,6,5,2016
2610,USD,1.0,6,6,2016
2611,CAD,1.2922,6,6,2016
2612,AUD,1.3584,6,6,2016
2613,EUR,0.8811,6,6,2016
2614,GBP,0.6936,6,6,2016
2615,USD,1.0,6,7,2016
2616,CAD,1.2782,6,7,2016
2617,AUD,1.3447,6,7,2016
2618,EUR,0.8812,6,7,2016
2619,GBP,0.6863,6,7,2016
2620,USD,1.0,6,8,2016
2621,CAD,1.2682,6,8,2016
2622,AUD,1.3384,6,8,2016
2623,EUR,0.8789,6,8,2016
2624,GBP,0.686,6,8,2016
2625,USD,1.0,6,9,2016
2626,CAD,1.2747,6,9,2016
2627,AUD,1.3444,6,9,2016
2628,EUR,0.8816,6,9,2016
2629,GBP,0.6915,6,9,2016
2630,USD,1.0,6,10,2016
2631,CAD,1.2748,6,10,2016
2632,AUD,1.3512,6,10,2016
2633,EUR,0.8846,6,10,2016
2634,GBP,0.6943,6,10,2016
2635,USD,1.0,6,11,2016
2636,CAD,1.2748,6,11,2016
2637,AUD,1.3512,6,11,2016
2638,EUR,0.8846,6,11,2016
2639,GBP,0.6943,6,11,2016
2640,USD,1.0,6,12,2016
2641,CAD,1.2748,6,12,2016
2642,AUD,1.3512,6,12,2016
2643,EUR,0.8846,6,12,2016
2644,GBP,0.6943,6,12,2016
2645,USD,1.0,6,13,2016
2646,CAD,1.2771,6,13,2016
2647,AUD,1.3514,6,13,2016
2648,EUR,0.8875,6,13,2016
2649,GBP,0.7057,6,13,2016
2650,USD,1.0,6,14,2016
2651,CAD,1.2872,6,14,2016
2652,AUD,1.361,6,14,2016
2653,EUR,0.8909,6,14,2016
2654,GBP,0.708,6,14,2016
2655,USD,1.0,6,15,2016
2656,CAD,1.2857,6,15,2016
2657,AUD,1.3524,6,15,2016
2658,EUR,0.8905,6,15,2016
2659,GBP,0.7049,6,15,2016
2660,USD,1.0,6,16,2016
2661,CAD,1.3003,6,16,2016
2662,AUD,1.3614,6,16,2016
2663,EUR,0.8949,6,16,2016
2664,GBP,0.7073,6,16,2016
2665,USD,1.0,6,17,2016
2666,CAD,1.2901,6,17,2016
2667,AUD,1.3537,6,17,2016
2668,EUR,0.8886,6,17,2016
2669,GBP,0.6999,6,17,2016
2670,USD,1.0,6,18,2016
2671,CAD,1.2901,6,18,2016
2672,AUD,1.3537,6,18,2016
2673,EUR,0.8886,6,18,2016
2674,GBP,0.6999,6,18,2016
2675,USD,1.0,6,19,2016
2676,CAD,1.2901,6,19,2016
2677,AUD,1.3537,6,19,2016
2678,EUR,0.8886,6,19,2016
2679,GBP,0.6999,6,19,2016
2680,USD,1.0,6,20,2016
2681,CAD,1.2813,6,20,2016
2682,AUD,1.3403,6,20,2016
2683,EUR,0.8825,6,20,2016
2684,GBP,0.6828,6,20,2016
2685,USD,1.0,6,21,2016
2686,CAD,1.2773,6,21,2016
2687,AUD,1.3322,6,21,2016
2688,EUR,0.8839,6,21,2016
2689,GBP,0.6784,6,21,2016
2690,USD,1.0,6,22,2016
2691,CAD,1.2762,6,22,2016
2692,AUD,1.3324,6,22,2016
2693,EUR,0.8863,6,22,2016
2694,GBP,0.6806,6,22,2016
2695,USD,1.0,6,23,2016
2696,CAD,1.2747,6,23,2016
2697,AUD,1.3223,6,23,2016
2698,EUR,0.878,6,23,2016
2699,GBP,0.6725,6,23,2016
2700,USD,1.0,6,24,2016
2701,CAD,1.3006,6,24,2016
2702,AUD,1.3474,6,24,2016
2703,EUR,0.9037,6,24,2016
2704,GBP,0.7297,6,24,2016
2705,USD,1.0,6,25,2016
2706,CAD,1.3006,6,25,2016
2707,AUD,1.3474,6,25,2016
2708,EUR,0.9037,6,25,2016
2709,GBP,0.7297,6,25,2016
2710,USD,1.0,6,26,2016
2711,CAD,1.3006,6,26,2016
2712,AUD,1.3474,6,26,2016
2713,EUR,0.9037,6,26,2016
2714,GBP,0.7297,6,26,2016
2715,USD,1.0,6,27,2016
2716,CAD,1.3048,6,27,2016
2717,AUD,1.3509,6,27,2016
2718,EUR,0.9093,6,27,2016
2719,GBP,0.7583,6,27,2016
2720,USD,1.0,6,28,2016
2721,CAD,1.3039,6,28,2016
2722,AUD,1.3532,6,28,2016
2723,EUR,0.9031,6,28,2016
2724,GBP,0.747,6,28,2016
2725,USD,1.0,6,29,2016
2726,CAD,1.2991,6,29,2016
2727,AUD,1.3445,6,29,2016
2728,EUR,0.9017,6,29,2016
2729,GBP,0.7444,6,29,2016
2730,USD,1.0,6,30,2016
2731,CAD,1.2956,6,30,2016
2732,AUD,1.3447,6,30,2016
2733,EUR,0.9007,6,30,2016
2734,GBP,0.7445,6,30,2016
2735,USD,1.0,7,1,2016
2736,CAD,1.2923,7,1,2016
2737,AUD,1.3367,7,1,2016
2738,EUR,0.8981,7,1,2016
2739,GBP,0.7529,7,1,2016
2740,USD,1.0,7,2,2016
2741,CAD,1.2923,7,2,2016
2742,AUD,1.3367,7,2,2016
2743,EUR,0.8981,7,2,2016
2744,GBP,0.7529,7,2,2016
2745,USD,1.0,7,3,2016
2746,CAD,1.2923,7,3,2016
2747,AUD,1.3367,7,3,2016
2748,EUR,0.8981,7,3,2016
2749,GBP,0.7529,7,3,2016
2750,USD,1.0,7,4,2016
2751,CAD,1.2864,7,4,2016
2752,AUD,1.3281,7,4,2016
2753,EUR,0.8978,7,4,2016
2754,GBP,0.7533,7,4,2016
2755,USD,1.0,7,5,2016
2756,CAD,1.2936,7,5,2016
2757,AUD,1.337,7,5,2016
2758,EUR,0.8972,7,5,2016
2759,GBP,0.7626,7,5,2016
2760,USD,1.0,7,6,2016
2761,CAD,1.3026,7,6,2016
2762,AUD,1.3382,7,6,2016
2763,EUR,0.9034,7,6,2016
