,Currency,Exchange,month,date,year
6162,AUD,1.3283,5,17,2018
6163,EUR,0.8471,5,17,2018
6164,GBP,0.7399,5,17,2018
6165,USD,1.0,5,18,2018
6166,CAD,1.2795,5,18,2018
6167,AUD,1.3304,5,18,2018
6168,EUR,0.8488,5,18,2018
6169,GBP,0.7412,5,18,2018
6170,USD,1.0,5,19,2018
6171,CAD,1.2795,5,19,2018
6172,AUD,1.3304,5,19,2018
6173,EUR,0.8488,5,19,2018
6174,GBP,0.7412,5,19,2018
6175,USD,1.0,5,20,2018
6176,CAD,1.2795,5,20,2018
6177,AUD,1.3304,5,20,2018
6178,EUR,0.8488,5,20,2018
6179,GBP,0.7412,5,20,2018
6180,USD,1.0,5,21,2018
6181,CAD,1.2874,5,21,2018
6182,AUD,1.3283,5,21,2018
6183,EUR,0.8504,5,21,2018
6184,GBP,0.7453,5,21,2018
6185,USD,1.0,5,22,2018
6186,CAD,1.2774,5,22,2018
6187,AUD,1.3179,5,22,2018
6188,EUR,0.8479,5,22,2018
6189,GBP,0.7435,5,22,2018
6190,USD,1.0,5,23,2018
6191,CAD,1.2905,5,23,2018
6192,AUD,1.3276,5,23,2018
6193,EUR,0.8541,5,23,2018
6194,GBP,0.7512,5,23,2018
6195,USD,1.0,5,24,2018
6196,CAD,1.2885,5,24,2018
6197,AUD,1.3232,5,24,2018
6198,EUR,0.8527,5,24,2018
6199,GBP,0.7459,5,24,2018
6200,USD,1.0,5,25,2018
6201,CAD,1.2956,5,25,2018
6202,AUD,1.3211,5,25,2018
6203,EUR,0.8565,5,25,2018
6204,GBP,0.7498,5,25,2018
6205,USD,1.0,5,26,2018
6206,CAD,1.2956,5,26,2018
6207,AUD,1.3211,5,26,2018
6208,EUR,0.8565,5,26,2018
6209,GBP,0.7498,5,26,2018
6210,USD,1.0,5,27,2018
6211,CAD,1.2956,5,27,2018
6212,AUD,1.3211,5,27,2018
6213,EUR,0.8565,5,27,2018
6214,GBP,0.7498,5,27,2018
6215,USD,1.0,5,28,2018
6216,CAD,1.298,5,28,2018
6217,AUD,1.3234,5,28,2018
6218,EUR,0.8588,5,28,2018
6219,GBP,0.7512,5,28,2018
6220,USD,1.0,5,29,2018
6221,CAD,1.3028,5,29,2018
6222,AUD,1.3295,5,29,2018
6223,EUR,0.8652,5,29,2018
6224,GBP,0.754,5,29,2018
6225,USD,1.0,5,30,2018
6226,CAD,1.2975,5,30,2018
6227,AUD,1.3247,5,30,2018
6228,EUR,0.8597,5,30,2018
6229,GBP,0.7522,5,30,2018
6230,USD,1.0,5,31,2018
6231,CAD,1.2854,5,31,2018
6232,AUD,1.3175,5,31,2018
6233,EUR,0.8548,5,31,2018
6234,GBP,0.7495,5,31,2018
6235,USD,1.0,6,1,2018
6236,CAD,1.2976,6,1,2018
6237,AUD,1.3278,6,1,2018
6238,EUR,0.857,6,1,2018
6239,GBP,0.7514,6,1,2018
6240,USD,1.0,6,2,2018
6241,CAD,1.2976,6,2,2018
6242,AUD,1.3278,6,2,2018
6243,EUR,0.857,6,2,2018
6244,GBP,0.7514,6,2,2018
6245,USD,1.0,6,3,2018
6246,CAD,1.2976,6,3,2018
6247,AUD,1.3278,6,3,2018
6248,EUR,0.857,6,3,2018
6249,GBP,0.7514,6,3,2018
6250,USD,1.0,6,4,2018
6251,CAD,1.2906,6,4,2018
6252,AUD,1.3045,6,4,2018
6253,EUR,0.852,6,4,2018
6254,GBP,0.747,6,4,2018
6255,USD,1.0,6,5,2018
6256,CAD,1.2983,6,5,2018
6257,AUD,1.3135,6,5,2018
6258,EUR,0.8565,6,5,2018
6259,GBP,0.7485,6,5,2018
6260,USD,1.0,6,6,2018
6261,CAD,1.2877,6,6,2018
6262,AUD,1.306,6,6,2018
6263,EUR,0.85,6,6,2018
6264,GBP,0.7453,6,6,2018
6265,USD,1.0,6,7,2018
6266,CAD,1.2938,6,7,2018
6267,AUD,1.3059,6,7,2018
6268,EUR,0.8449,6,7,2018
6269,GBP,0.7445,6,7,2018
6270,USD,1.0,6,8,2018
6271,CAD,1.2995,6,8,2018
6272,AUD,1.3184,6,8,2018
6273,EUR,0.8508,6,8,2018
6274,GBP,0.7464,6,8,2018
6275,USD,1.0,6,9,2018
6276,CAD,1.2995,6,9,2018
6277,AUD,1.3184,6,9,2018
6278,EUR,0.8508,6,9,2018
6279,GBP,0.7464,6,9,2018
6280,USD,1.0,6,10,2018
6281,CAD,1.2995,6,10,2018
6282,AUD,1.3184,6,10,2018
6283,EUR,0.8508,6,10,2018
6284,GBP,0.7464,6,10,2018
6285,USD,1.0,6,11,2018
6286,CAD,1.3018,6,11,2018
6287,AUD,1.3148,6,11,2018
6288,EUR,0.8482,6,11,2018
6289,GBP,0.7479,6,11,2018
6290,USD,1.0,6,12,2018
6291,CAD,1.3009,6,12,2018
6292,AUD,1.3154,6,12,2018
6293,EUR,0.8483,6,12,2018
6294,GBP,0.748,6,12,2018
6295,USD,1.0,6,13,2018
6296,CAD,1.3017,6,13,2018
6297,AUD,1.3181,6,13,2018
6298,EUR,0.8501,6,13,2018
6299,GBP,0.7498,6,13,2018
6300,USD,1.0,6,14,2018
6301,CAD,1.2977,6,14,2018
6302,AUD,1.3226,6,14,2018
6303,EUR,0.8525,6,14,2018
6304,GBP,0.7475,6,14,2018
6305,USD,1.0,6,15,2018
6306,CAD,1.3128,6,15,2018
6307,AUD,1.3382,6,15,2018
6308,EUR,0.8624,6,15,2018
6309,GBP,0.753,6,15,2018
6310,USD,1.0,6,16,2018
6311,CAD,1.3128,6,16,2018
6312,AUD,1.3382,6,16,2018
6313,EUR,0.8624,6,16,2018
6314,GBP,0.753,6,16,2018
6315,USD,1.0,6,17,2018
6316,CAD,1.3128,6,17,2018
6317,AUD,1.3382,6,17,2018
6318,EUR,0.8624,6,17,2018
6319,GBP,0.753,6,17,2018
6320,USD,1.0,6,18,2018
6321,CAD,1.3181,6,18,2018
6322,AUD,1.3442,6,18,2018
6323,EUR,0.8611,6,18,2018
6324,GBP,0.7548,6,18,2018
6325,USD,1.0,6,19,2018
6326,CAD,1.3282,6,19,2018
6327,AUD,1.3608,6,19,2018
6328,EUR,0.867,6,19,2018
6329,GBP,0.7603,6,19,2018
6330,USD,1.0,6,20,2018
6331,CAD,1.3299,6,20,2018
6332,AUD,1.355,6,20,2018
6333,EUR,0.8637,6,20,2018
6334,GBP,0.759,6,20,2018
6335,USD,1.0,6,21,2018
6336,CAD,1.3331,6,21,2018
6337,AUD,1.3576,6,21,2018
6338,EUR,0.8667,6,21,2018
6339,GBP,0.7572,6,21,2018
6340,USD,1.0,6,22,2018
6341,CAD,1.3272,6,22,2018
6342,AUD,1.3462,6,22,2018
6343,EUR,0.8585,6,22,2018
6344,GBP,0.7526,6,22,2018
6345,USD,1.0,6,23,2018
6346,CAD,1.3272,6,23,2018
6347,AUD,1.3462,6,23,2018
6348,EUR,0.8585,6,23,2018
6349,GBP,0.7526,6,23,2018
6350,USD,1.0,6,24,2018
6351,CAD,1.3272,6,24,2018
6352,AUD,1.3462,6,24,2018
6353,EUR,0.8585,6,24,2018
6354,GBP,0.7526,6,24,2018
6355,USD,1.0,6,25,2018
6356,CAD,1.3284,6,25,2018
6357,AUD,1.3455,6,25,2018
6358,EUR,0.8547,6,25,2018
6359,GBP,0.7525,6,25,2018
6360,USD,1.0,6,26,2018
6361,CAD,1.3322,6,26,2018
6362,AUD,1.3518,6,26,2018
6363,EUR,0.8568,6,26,2018
6364,GBP,0.7553,6,26,2018
6365,USD,1.0,6,27,2018
6366,CAD,1.3295,6,27,2018
6367,AUD,1.3537,6,27,2018
6368,EUR,0.8609,6,27,2018
6369,GBP,0.7591,6,27,2018
6370,USD,1.0,6,28,2018
6371,CAD,1.3294,6,28,2018
6372,AUD,1.3622,6,28,2018
6373,EUR,0.8633,6,28,2018
6374,GBP,0.7642,6,28,2018
6375,USD,1.0,6,29,2018
6376,CAD,1.3246,6,29,2018
6377,AUD,1.3542,6,29,2018
6378,EUR,0.8578,6,29,2018
6379,GBP,0.76,6,29,2018
6380,USD,1.0,6,30,2018
6381,CAD,1.3246,6,30,2018
6382,AUD,1.3542,6,30,2018
6383,EUR,0.8578,6,30,2018
6384,GBP,0.76,6,30,2018
6385,USD,1.0,7,1,2018
6386,CAD,1.3246,7,1,2018
6387,AUD,1.3542,7,1,2018
6388,EUR,0.8578,7,1,2018
6389,GBP,0.76,7,1,2018
6390,USD,1.0,7,2,2018
6391,CAD,1.3182,7,2,2018
6392,AUD,1.3597,7,2,2018
6393,EUR,0.8592,7,2,2018
6394,GBP,0.7617,7,2,2018
6395,USD,1.0,7,3,2018
6396,CAD,1.3154,7,3,2018
6397,AUD,1.3511,7,3,2018
6398,EUR,0.8573,7,3,2018
6399,GBP,0.7574,7,3,2018
6400,USD,1.0,7,4,2018
6401,CAD,1.3147,7,4,2018
6402,AUD,1.354,7,4,2018
6403,EUR,0.859,7,4,2018
6404,GBP,0.7568,7,4,2018
6405,USD,1.0,7,5,2018
6406,CAD,1.313,7,5,2018
6407,AUD,1.3512,7,5,2018
6408,EUR,0.854,7,5,2018
6409,GBP,0.7542,7,5,2018
6410,USD,1.0,7,6,2018
6411,CAD,1.3133,7,6,2018
6412,AUD,1.3484,7,6,2018
6413,EUR,0.853,7,6,2018
6414,GBP,0.7557,7,6,2018
6415,USD,1.0,7,7,2018
6416,CAD,1.3133,7,7,2018
6417,AUD,1.3484,7,7,2018
6418,EUR,0.853,7,7,2018
6419,GBP,0.7557,7,7,2018
6420,USD,1.0,7,8,2018
6421,CAD,1.3133,7,8,2018
6422,AUD,1.3484,7,8,2018
6423,EUR,0.853,7,8,2018
6424,GBP,0.7557,7,8,2018
6425,USD,1.0,7,9,2018
6426,CAD,1.3076,7,9,2018
6427,AUD,1.3364,7,9,2018
6428,EUR,0.8482,7,9,2018
6429,GBP,0.7494,7,9,2018
6430,USD,1.0,7,10,2018
6431,CAD,1.3132,7,10,2018
6432,AUD,1.3437,7,10,2018
6433,EUR,0.8538,7,10,2018
6434,GBP,0.7542,7,10,2018
6435,USD,1.0,7,11,2018
6436,CAD,1.3141,7,11,2018
6437,AUD,1.3523,7,11,2018
6438,EUR,0.8522,7,11,2018
6439,GBP,0.754,7,11,2018
6440,USD,1.0,7,12,2018
6441,CAD,1.3183,7,12,2018
6442,AUD,1.3534,7,12,2018
6443,EUR,0.8578,7,12,2018
6444,GBP,0.7571,7,12,2018
6445,USD,1.0,7,13,2018
6446,CAD,1.3191,7,13,2018
6447,AUD,1.3539,7,13,2018
6448,EUR,0.8589,7,13,2018
6449,GBP,0.76,7,13,2018
6450,USD,1.0,7,14,2018
6451,CAD,1.3191,7,14,2018
6452,AUD,1.3539,7,14,2018
6453,EUR,0.8589,7,14,2018
6454,GBP,0.76,7,14,2018
6455,USD,1.0,7,15,2018
6456,CAD,1.3191,7,15,2018
6457,AUD,1.3539,7,15,2018
6458,EUR,0.8589,7,15,2018
6459,GBP,0.76,7,15,2018
6460,USD,1.0,7,16,2018
6461,CAD,1.3139,7,16,2018
6462,AUD,1.3458,7,16,2018
6463,EUR,0.8532,7,16,2018
6464,GBP,0.7532,7,16,2018
6465,USD,1.0,7,17,2018
6466,CAD,1.3157,7,17,2018
6467,AUD,1.3505,7,17,2018
6468,EUR,0.8542,7,17,2018
6469,GBP,0.7579,7,17,2018
6470,USD,1.0,7,18,2018
6471,CAD,1.3254,7,18,2018
6472,AUD,1.3603,7,18,2018
6473,EUR,0.8613,7,18,2018
6474,GBP,0.7675,7,18,2018
6475,USD,1.0,7,19,2018
6476,CAD,1.3247,7,19,2018
6477,AUD,1.3638,7,19,2018
6478,EUR,0.863,7,19,2018
6479,GBP,0.7706,7,19,2018
6480,USD,1.0,7,20,2018
6481,CAD,1.3233,7,20,2018
6482,AUD,1.3554,7,20,2018
6483,EUR,0.8569,7,20,2018
6484,GBP,0.7665,7,20,2018
6485,USD,1.0,7,21,2018
6486,CAD,1.3233,7,21,2018
6487,AUD,1.3554,7,21,2018
6488,EUR,0.8569,7,21,2018
6489,GBP,0.7665,7,21,2018
6490,USD,1.0,7,22,2018
6491,CAD,1.3233,7,22,2018
6492,AUD,1.3554,7,22,2018
6493,EUR,0.8569,7,22,2018
6494,GBP,0.7665,7,22,2018
6495,USD,1.0,7,23,2018
6496,CAD,1.3133,7,23,2018
6497,AUD,1.3504,7,23,2018
6498,EUR,0.8535,7,23,2018
6499,GBP,0.7611,7,23,2018
6500,USD,1.0,7,24,2018
6501,CAD,1.315,7,24,2018
6502,AUD,1.3495,7,24,2018
6503,EUR,0.8543,7,24,2018
6504,GBP,0.7618,7,24,2018
6505,USD,1.0,7,25,2018
6506,CAD,1.3123,7,25,2018
6507,AUD,1.3487,7,25,2018
6508,EUR,0.8554,7,25,2018
6509,GBP,0.7601,7,25,2018
6510,USD,1.0,7,26,2018
6511,CAD,1.3048,7,26,2018
6512,AUD,1.3479,7,26,2018
6513,EUR,0.8535,7,26,2018
6514,GBP,0.7584,7,26,2018
6515,USD,1.0,7,27,2018
6516,CAD,1.3069,7,27,2018
6517,AUD,1.3561,7,27,2018
6518,EUR,0.8602,7,27,2018
6519,GBP,0.7641,7,27,2018
6520,USD,1.0,7,28,2018
6521,CAD,1.3069,7,28,2018
6522,AUD,1.3561,7,28,2018
6523,EUR,0.8602,7,28,2018
6524,GBP,0.7641,7,28,2018
6525,USD,1.0,7,29,2018
6526,CAD,1.3069,7,29,2018
6527,AUD,1.3561,7,29,2018
6528,EUR,0.8602,7,29,2018
6529,GBP,0.7641,7,29,2018
6530,USD,1.0,7,30,2018
6531,CAD,1.3048,7,30,2018
6532,AUD,1.3518,7,30,2018
6533,EUR,0.8559,7,30,2018
6534,GBP,0.7623,7,30,2018
6535,USD,1.0,7,31,2018
6536,CAD,1.3035,7,31,2018
6537,AUD,1.3466,7,31,2018
6538,EUR,0.8521,7,31,2018
6539,GBP,0.7602,7,31,2018
6540,USD,1.0,8,1,2018
6541,CAD,1.3022,8,1,2018
6542,AUD,1.3481,8,1,2018
6543,EUR,0.855,8,1,2018
6544,GBP,0.7613,8,1,2018
6545,USD,1.0,8,2,2018
6546,CAD,1.3036,8,2,2018
6547,AUD,1.3584,8,2,2018
6548,EUR,0.8608,8,2,2018
6549,GBP,0.7674,8,2,2018
6550,USD,1.0,8,3,2018
6551,CAD,1.3018,8,3,2018
6552,AUD,1.3539,8,3,2018
6553,EUR,0.863,8,3,2018
6554,GBP,0.7685,8,3,2018
6555,USD,1.0,8,4,2018
6556,CAD,1.3018,8,4,2018
6557,AUD,1.3539,8,4,2018
6558,EUR,0.863,8,4,2018
6559,GBP,0.7685,8,4,2018
6560,USD,1.0,8,5,2018
6561,CAD,1.3018,8,5,2018
6562,AUD,1.3539,8,5,2018
6563,EUR,0.863,8,5,2018
6564,GBP,0.7685,8,5,2018
6565,USD,1.0,8,6,2018
6566,CAD,1.3023,8,6,2018
6567,AUD,1.354,8,6,2018
6568,EUR,0.8663,8,6,2018
6569,GBP,0.7735,8,6,2018
6570,USD,1.0,8,7,2018
6571,CAD,1.2969,8,7,2018
6572,AUD,1.3445,8,7,2018
6573,EUR,0.8619,8,7,2018
6574,GBP,0.7713,8,7,2018
6575,USD,1.0,8,8,2018
6576,CAD,1.308,8,8,2018
6577,AUD,1.3502,8,8,2018
6578,EUR,0.8629,8,8,2018
6579,GBP,0.7773,8,8,2018
6580,USD,1.0,8,9,2018
6581,CAD,1.3035,8,9,2018
6582,AUD,1.3479,8,9,2018
6583,EUR,0.8626,8,9,2018
6584,GBP,0.7758,8,9,2018
6585,USD,1.0,8,10,2018
6586,CAD,1.3095,8,10,2018
6587,AUD,1.3683,8,10,2018
6588,EUR,0.8729,8,10,2018
6589,GBP,0.7828,8,10,2018
6590,USD,1.0,8,11,2018
6591,CAD,1.3095,8,11,2018
6592,AUD,1.3683,8,11,2018
6593,EUR,0.8729,8,11,2018
6594,GBP,0.7828,8,11,2018
6595,USD,1.0,8,12,2018
6596,CAD,1.3095,8,12,2018
6597,AUD,1.3683,8,12,2018
6598,EUR,0.8729,8,12,2018
6599,GBP,0.7828,8,12,2018
6600,USD,1.0,8,13,2018
6601,CAD,1.3151,8,13,2018
6602,AUD,1.3742,8,13,2018
6603,EUR,0.877,8,13,2018
6604,GBP,0.7834,8,13,2018
6605,USD,1.0,8,14,2018
6606,CAD,1.3071,8,14,2018
6607,AUD,1.3761,8,14,2018
6608,EUR,0.8767,8,14,2018
6609,GBP,0.7829,8,14,2018
6610,USD,1.0,8,15,2018
6611,CAD,1.3102,8,15,2018
6612,AUD,1.3841,8,15,2018
6613,EUR,0.8833,8,15,2018
6614,GBP,0.7873,8,15,2018
6615,USD,1.0,8,16,2018
6616,CAD,1.3142,8,16,2018
6617,AUD,1.3762,8,16,2018
6618,EUR,0.8795,8,16,2018
6619,GBP,0.7871,8,16,2018
6620,USD,1.0,8,17,2018
6621,CAD,1.3147,8,17,2018
6622,AUD,1.3756,8,17,2018
6623,EUR,0.8779,8,17,2018
6624,GBP,0.7864,8,17,2018
6625,USD,1.0,8,18,2018
6626,CAD,1.3147,8,18,2018
6627,AUD,1.3756,8,18,2018
6628,EUR,0.8779,8,18,2018
6629,GBP,0.7864,8,18,2018
6630,USD,1.0,8,19,2018
6631,CAD,1.3147,8,19,2018
6632,AUD,1.3756,8,19,2018
6633,EUR,0.8779,8,19,2018
6634,GBP,0.7864,8,19,2018
6635,USD,1.0,8,20,2018
6636,CAD,1.3071,8,20,2018
6637,AUD,1.3687,8,20,2018
6638,EUR,0.8757,8,20,2018
6639,GBP,0.7835,8,20,2018
6640,USD,1.0,8,21,2018
6641,CAD,1.3022,8,21,2018
6642,AUD,1.3612,8,21,2018
6643,EUR,0.8694,8,21,2018
6644,GBP,0.7802,8,21,2018
6645,USD,1.0,8,22,2018
6646,CAD,1.3022,8,22,2018
6647,AUD,1.3589,8,22,2018
6648,EUR,0.8609,8,22,2018
6649,GBP,0.7742,8,22,2018
6650,USD,1.0,8,23,2018
6651,CAD,1.3031,8,23,2018
6652,AUD,1.3721,8,23,2018
6653,EUR,0.8636,8,23,2018
6654,GBP,0.7762,8,23,2018
6655,USD,1.0,8,24,2018
6656,CAD,1.3068,8,24,2018
6657,AUD,1.3693,8,24,2018
6658,EUR,0.863,8,24,2018
6659,GBP,0.7784,8,24,2018
6660,USD,1.0,8,25,2018
6661,CAD,1.3068,8,25,2018
6662,AUD,1.3693,8,25,2018
6663,EUR,0.863,8,25,2018
6664,GBP,0.7784,8,25,2018
6665,USD,1.0,8,26,2018
6666,CAD,1.3068,8,26,2018
6667,AUD,1.3693,8,26,2018
6668,EUR,0.863,8,26,2018
6669,GBP,0.7784,8,26,2018
6670,USD,1.0,8,27,2018
6671,CAD,1.3051,8,27,2018
6672,AUD,1.3656,8,27,2018
6673,EUR,0.8596,8,27,2018
6674,GBP,0.7768,8,27,2018
6675,USD,1.0,8,28,2018
6676,CAD,1.2919,8,28,2018
6677,AUD,1.3599,8,28,2018
6678,EUR,0.854,8,28,2018
6679,GBP,0.7744,8,28,2018
6680,USD,1.0,8,29,2018
6681,CAD,1.2944,8,29,2018
6682,AUD,1.3713,8,29,2018
6683,EUR,0.8576,8,29,2018
6684,GBP,0.7762,8,29,2018
6685,USD,1.0,8,30,2018
6686,CAD,1.2929,8,30,2018
6687,AUD,1.3697,8,30,2018
6688,EUR,0.8553,8,30,2018
6689,GBP,0.7677,8,30,2018
6690,USD,1.0,8,31,2018
6691,CAD,1.3039,8,31,2018
6692,AUD,1.3843,8,31,2018
6693,EUR,0.8583,8,31,2018
6694,GBP,0.7702,8,31,2018
6695,USD,1.0,9,1,2018
6696,CAD,1.3039,9,1,2018
6697,AUD,1.3843,9,1,2018
6698,EUR,0.8583,9,1,2018
6699,GBP,0.7702,9,1,2018
6700,USD,1.0,9,2,2018
6701,CAD,1.3039,9,2,2018
6702,AUD,1.3843,9,2,2018
6703,EUR,0.8583,9,2,2018
6704,GBP,0.7702,9,2,2018
6705,USD,1.0,9,3,2018
6706,CAD,1.3072,9,3,2018
6707,AUD,1.3876,9,3,2018
6708,EUR,0.8614,9,3,2018
6709,GBP,0.7766,9,3,2018
6710,USD,1.0,9,4,2018
6711,CAD,1.3176,9,4,2018
6712,AUD,1.3917,9,4,2018
6713,EUR,0.8649,9,4,2018
6714,GBP,0.7789,9,4,2018
6715,USD,1.0,9,5,2018
6716,CAD,1.3178,9,5,2018
6717,AUD,1.3939,9,5,2018
6718,EUR,0.8634,9,5,2018
6719,GBP,0.7799,9,5,2018
6720,USD,1.0,9,6,2018
6721,CAD,1.3184,9,6,2018
6722,AUD,1.3894,9,6,2018
6723,EUR,0.8595,9,6,2018
6724,GBP,0.7721,9,6,2018
6725,USD,1.0,9,7,2018
6726,CAD,1.3119,9,7,2018
6727,AUD,1.3964,9,7,2018
6728,EUR,0.861,9,7,2018
6729,GBP,0.7686,9,7,2018
6730,USD,1.0,9,8,2018
6731,CAD,1.3119,9,8,2018
6732,AUD,1.3964,9,8,2018
6733,EUR,0.861,9,8,2018
6734,GBP,0.7686,9,8,2018
6735,USD,1.0,9,9,2018
6736,CAD,1.3119,9,9,2018
6737,AUD,1.3964,9,9,2018
6738,EUR,0.861,9,9,2018
6739,GBP,0.7686,9,9,2018
6740,USD,1.0,9,10,2018
6741,CAD,1.3195,9,10,2018
6742,AUD,1.405,9,10,2018
6743,EUR,0.8642,9,10,2018
6744,GBP,0.7721,9,10,2018
6745,USD,1.0,9,11,2018
6746,CAD,1.316,9,11,2018
6747,AUD,1.4092,9,11,2018
6748,EUR,0.864,9,11,2018
6749,GBP,0.7696,9,11,2018
6750,USD,1.0,9,12,2018
6751,CAD,1.3066,9,12,2018
6752,AUD,1.4042,9,12,2018
6753,EUR,0.8632,9,12,2018
6754,GBP,0.7685,9,12,2018
6755,USD,1.0,9,13,2018
6756,CAD,1.3005,9,13,2018
6757,AUD,1.3913,9,13,2018
6758,EUR,0.8606,9,13,2018
6759,GBP,0.7659,9,13,2018
6760,USD,1.0,9,14,2018
6761,CAD,1.3009,9,14,2018
6762,AUD,1.3911,9,14,2018
6763,EUR,0.8555,9,14,2018
6764,GBP,0.7634,9,14,2018
6765,USD,1.0,9,15,2018
6766,CAD,1.3009,9,15,2018
6767,AUD,1.3911,9,15,2018
6768,EUR,0.8555,9,15,2018
6769,GBP,0.7634,9,15,2018
6770,USD,1.0,9,16,2018
6771,CAD,1.3009,9,16,2018
6772,AUD,1.3911,9,16,2018
6773,EUR,0.8555,9,16,2018
6774,GBP,0.7634,9,16,2018
6775,USD,1.0,9,17,2018
6776,CAD,1.3018,9,17,2018
6777,AUD,1.393,9,17,2018
6778,EUR,0.8568,9,17,2018
6779,GBP,0.7615,9,17,2018
6780,USD,1.0,9,18,2018
6781,CAD,1.3026,9,18,2018
6782,AUD,1.3887,9,18,2018
6783,EUR,0.8549,9,18,2018
6784,GBP,0.7606,9,18,2018
6785,USD,1.0,9,19,2018
6786,CAD,1.2973,9,19,2018
6787,AUD,1.3807,9,19,2018
6788,EUR,0.8571,9,19,2018
6789,GBP,0.7612,9,19,2018
6790,USD,1.0,9,20,2018
6791,CAD,1.2893,9,20,2018
6792,AUD,1.3729,9,20,2018
6793,EUR,0.8497,9,20,2018
6794,GBP,0.7527,9,20,2018
6795,USD,1.0,9,21,2018
6796,CAD,1.2924,9,21,2018
6797,AUD,1.3738,9,21,2018
6798,EUR,0.8504,9,21,2018
6799,GBP,0.7603,9,21,2018
6800,USD,1.0,9,22,2018
6801,CAD,1.2924,9,22,2018
6802,AUD,1.3738,9,22,2018
6803,EUR,0.8504,9,22,2018
6804,GBP,0.7603,9,22,2018
6805,USD,1.0,9,23,2018
6806,CAD,1.2924,9,23,2018
6807,AUD,1.3738,9,23,2018
6808,EUR,0.8504,9,23,2018
6809,GBP,0.7603,9,23,2018
6810,USD,1.0,9,24,2018
6811,CAD,1.2937,9,24,2018
6812,AUD,1.3749,9,24,2018
6813,EUR,0.8494,9,24,2018
6814,GBP,0.7599,9,24,2018
6815,USD,1.0,9,25,2018
6816,CAD,1.2959,9,25,2018
6817,AUD,1.3784,9,25,2018
6818,EUR,0.8491,9,25,2018
6819,GBP,0.7593,9,25,2018
6820,USD,1.0,9,26,2018
6821,CAD,1.2962,9,26,2018
6822,AUD,1.3804,9,26,2018
6823,EUR,0.852,9,26,2018
6824,GBP,0.759,9,26,2018
6825,USD,1.0,9,27,2018
6826,CAD,1.307,9,27,2018
6827,AUD,1.3838,9,27,2018
6828,EUR,0.8542,9,27,2018
6829,GBP,0.76,9,27,2018
6830,USD,1.0,9,28,2018
6831,CAD,1.3013,9,28,2018
6832,AUD,1.3863,9,28,2018
6833,EUR,0.8639,9,28,2018
6834,GBP,0.7665,9,28,2018
6835,USD,1.0,9,29,2018
6836,CAD,1.3013,9,29,2018
6837,AUD,1.3863,9,29,2018
6838,EUR,0.8639,9,29,2018
6839,GBP,0.7665,9,29,2018
6840,USD,1.0,9,30,2018
6841,CAD,1.3013,9,30,2018
6842,AUD,1.3863,9,30,2018
6843,EUR,0.8639,9,30,2018
6844,GBP,0.7665,9,30,2018
6845,USD,1.0,10,1,2018
6846,CAD,1.281,10,1,2018
6847,AUD,1.3846,10,1,2018
6848,EUR,0.8616,10,1,2018
6849,GBP,0.7675,10,1,2018
6850,USD,1.0,10,2,2018
6851,CAD,1.2817,10,2,2018
6852,AUD,1.3931,10,2,2018
6853,EUR,0.8663,10,2,2018
6854,GBP,0.7714,10,2,2018
6855,USD,1.0,10,3,2018
6856,CAD,1.2833,10,3,2018
6857,AUD,1.3982,10,3,2018
6858,EUR,0.866,10,3,2018
6859,GBP,0.7698,10,3,2018
6860,USD,1.0,10,4,2018
6861,CAD,1.2867,10,4,2018
6862,AUD,1.4114,10,4,2018
6863,EUR,0.8694,10,4,2018
6864,GBP,0.7701,10,4,2018
6865,USD,1.0,10,5,2018
6866,CAD,1.2917,10,5,2018
6867,AUD,1.414,10,5,2018
6868,EUR,0.8691,10,5,2018
6869,GBP,0.7663,10,5,2018
6870,USD,1.0,10,6,2018
6871,CAD,1.2917,10,6,2018
6872,AUD,1.414,10,6,2018
6873,EUR,0.8691,10,6,2018
6874,GBP,0.7663,10,6,2018
6875,USD,1.0,10,7,2018
6876,CAD,1.2917,10,7,2018
6877,AUD,1.414,10,7,2018
6878,EUR,0.8691,10,7,2018
6879,GBP,0.7663,10,7,2018
6880,USD,1.0,10,8,2018
6881,CAD,1.2994,10,8,2018
6882,AUD,1.4151,10,8,2018
6883,EUR,0.8712,10,8,2018
6884,GBP,0.7668,10,8,2018
6885,USD,1.0,10,9,2018
6886,CAD,1.2996,10,9,2018
6887,AUD,1.417,10,9,2018
6888,EUR,0.8745,10,9,2018
6889,GBP,0.7668,10,9,2018
6890,USD,1.0,10,10,2018
6891,CAD,1.2963,10,10,2018
6892,AUD,1.4092,10,10,2018
6893,EUR,0.8696,10,10,2018
6894,GBP,0.7604,10,10,2018
6895,USD,1.0,10,11,2018
6896,CAD,1.3047,10,11,2018
6897,AUD,1.4094,10,11,2018
6898,EUR,0.8639,10,11,2018
6899,GBP,0.7559,10,11,2018
6900,USD,1.0,10,12,2018
6901,CAD,1.3007,10,12,2018
6902,AUD,1.4028,10,12,2018
6903,EUR,0.864,10,12,2018
6904,GBP,0.7572,10,12,2018
6905,USD,1.0,10,13,2018
6906,CAD,1.3007,10,13,2018
6907,AUD,1.4028,10,13,2018
6908,EUR,0.864,10,13,2018
6909,GBP,0.7572,10,13,2018
6910,USD,1.0,10,14,2018
6911,CAD,1.3007,10,14,2018
6912,AUD,1.4028,10,14,2018
6913,EUR,0.864,10,14,2018
6914,GBP,0.7572,10,14,2018
6915,USD,1.0,10,15,2018
6916,CAD,1.3026,10,15,2018
